"Senator","Congress","Party"
"BUMPERS (D AR)",97,"D"
"HAYAKAWA (R CA)",97,"R"
"CRANSTON (D CA)",97,"D"
"HART (D CO)",97,"D"
"ARMSTRONG (R CO)",97,"R"
"DODD (D CT)",97,"D"
"WEICKER (R CT)",97,"R"
"BIDEN (D DE)",97,"D"
"ROTH (R DE)",97,"R"
"CHILES (D FL)",97,"D"
"HAWKINS (R FL)",97,"R"
"NUNN (D GA)",97,"D"
"MATTINGLY (R GA)",97,"R"
"INOUYE (D HI)",97,"D"
"MATSUNAGA (D HI)",97,"D"
"MCCLURE (R ID)",97,"R"
"SYMMS (R ID)",97,"R"
"PERCY (R IL)",97,"R"
"DIXON (D IL)",97,"D"
"QUAYLE (R IN)",97,"R"
"LUGAR (R IN)",97,"R"
"GRASSLEY (R IA)",97,"R"
"JEPSEN (R IA)",97,"R"
"DOLE (R KS)",97,"R"
"KASSEBAUM (R KS)",97,"R"
"FORD (D KY)",97,"D"
"HUDDLESTON (D KY)",97,"D"
"JOHNSTON (D LA)",97,"D"
"LONG (D LA)",97,"D"
"MITCHELL (D ME)",97,"D"
"COHEN (R ME)",97,"R"
"MATHIAS (R MD)",97,"R"
"SARBANES (D MD)",97,"D"
"KENNEDY (D MA)",97,"D"
"TSONGAS (D MA)",97,"D"
"LEVIN (D MI)",97,"D"
"RIEGLE (D MI)",97,"D"
"BOSCHWITZ (R MN)",97,"R"
"DURENBERGER (R MN)",97,"R"
"COCHRAN (R MS)",97,"R"
"STENNIS (D MS)",97,"D"
"DANFORTH (R MO)",97,"R"
"EAGLETON (D MO)",97,"D"
"BAUCUS (D MT)",97,"D"
"MELCHER (D MT)",97,"D"
"EXON (D NE)",97,"D"
"ZORINSKY (D NE)",97,"D"
"CANNON (D NV)",97,"D"
"LAXALT (R NV)",97,"R"
"RUDMAN (R NH)",97,"R"
"HUMPHREY (R NH)",97,"R"
"WILLIAMS (D NJ)",97,"D"
"BRADLEY (D NJ)",97,"D"
"BRADY (R NJ)",97,"R"
"DOMENICI (R NM)",97,"R"
"SCHMITT (R NM)",97,"R"
"DAMATO (R NY)",97,"R"
"MOYNIHAN (D NY)",97,"D"
"EAST (R NC)",97,"R"
"HELMS (R NC)",97,"R"
"ANDREWS (R ND)",97,"R"
"BURDICK (D ND)",97,"D"
"METZENBAUM (D OH)",97,"D"
"GLENN (D OH)",97,"D"
"NICKLES (R OK)",97,"R"
"BOREN (D OK)",97,"D"
"HATFIELD (R OR)",97,"R"
"PACKWOOD (R OR)",97,"R"
"SPECTER (R PA)",97,"R"
"HEINZ (R PA)",97,"R"
"PELL (D RI)",97,"D"
"CHAFEE (R RI)",97,"R"
"THURMOND (R SC)",97,"R"
"HOLLINGS (D SC)",97,"D"
"PRESSLER (R SD)",97,"R"
"ABDNOR (R SD)",97,"R"
"BAKER (R TN)",97,"R"
"SASSER (D TN)",97,"D"
"BENTSEN (D TX)",97,"D"
"TOWER (R TX)",97,"R"
"HATCH (R UT)",97,"R"
"GARN (R UT)",97,"R"
"STAFFORD (R VT)",97,"R"
"LEAHY (D VT)",97,"D"
"BYRD (Indep VA)",97,"Indep"
"WARNER (R VA)",97,"R"
"JACKSON (D WA)",97,"D"
"GORTON (R WA)",97,"R"
"RANDOLPH (D WV)",97,"D"
"BYRD (D WV)",97,"D"
"PROXMIRE (D WI)",97,"D"
"KASTEN (R WI)",97,"R"
"WALLOP (R WY)",97,"R"
"SIMPSON (R WY)",97,"R"
"REAGAN (R USA)",98,"R"
"HEFLIN (D AL)",98,"D"
"DENTON (R AL)",98,"R"
"STEVENS (R AK)",98,"R"
"MURKOWSKI (R AK)",98,"R"
"GOLDWATER (R AZ)",98,"R"
"DECONCINI (D AZ)",98,"D"
"PRYOR (D AR)",98,"D"
"BUMPERS (D AR)",98,"D"
"WILSON (R CA)",98,"R"
"CRANSTON (D CA)",98,"D"
"HART (D CO)",98,"D"
"ARMSTRONG (R CO)",98,"R"
"DODD (D CT)",98,"D"
"WEICKER (R CT)",98,"R"
"BIDEN (D DE)",98,"D"
"ROTH (R DE)",98,"R"
"HAWKINS (R FL)",98,"R"
"CHILES (D FL)",98,"D"
"MATTINGLY (R GA)",98,"R"
"NUNN (D GA)",98,"D"
"INOUYE (D HI)",98,"D"
"MATSUNAGA (D HI)",98,"D"
"SYMMS (R ID)",98,"R"
"MCCLURE (R ID)",98,"R"
"DIXON (D IL)",98,"D"
"PERCY (R IL)",98,"R"
"QUAYLE (R IN)",98,"R"
"LUGAR (R IN)",98,"R"
"GRASSLEY (R IA)",98,"R"
"JEPSEN (R IA)",98,"R"
"KASSEBAUM (R KS)",98,"R"
"DOLE (R KS)",98,"R"
"HUDDLESTON (D KY)",98,"D"
"FORD (D KY)",98,"D"
"LONG (D LA)",98,"D"
"JOHNSTON (D LA)",98,"D"
"COHEN (R ME)",98,"R"
"MITCHELL (D ME)",98,"D"
"SARBANES (D MD)",98,"D"
"MATHIAS (R MD)",98,"R"
"TSONGAS (D MA)",98,"D"
"KENNEDY (D MA)",98,"D"
"LEVIN (D MI)",98,"D"
"RIEGLE (D MI)",98,"D"
"BOSCHWITZ (R MN)",98,"R"
"DURENBERGER (R MN)",98,"R"
"COCHRAN (R MS)",98,"R"
"STENNIS (D MS)",98,"D"
"EAGLETON (D MO)",98,"D"
"DANFORTH (R MO)",98,"R"
"BAUCUS (D MT)",98,"D"
"MELCHER (D MT)",98,"D"
"ZORINSKY (D NE)",98,"D"
"EXON (D NE)",98,"D"
"HECHT (R NV)",98,"R"
"LAXALT (R NV)",98,"R"
"RUDMAN (R NH)",98,"R"
"HUMPHREY (R NH)",98,"R"
"BRADLEY (D NJ)",98,"D"
"LAUTENBERG (D NJ)",98,"D"
"BINGAMAN (D NM)",98,"D"
"DOMENICI (R NM)",98,"R"
"MOYNIHAN (D NY)",98,"D"
"DAMATO (R NY)",98,"R"
"EAST (R NC)",98,"R"
"HELMS (R NC)",98,"R"
"BURDICK (D ND)",98,"D"
"ANDREWS (R ND)",98,"R"
"GLENN (D OH)",98,"D"
"METZENBAUM (D OH)",98,"D"
"BOREN (D OK)",98,"D"
"NICKLES (R OK)",98,"R"
"HATFIELD (R OR)",98,"R"
"PACKWOOD (R OR)",98,"R"
"SPECTER (R PA)",98,"R"
"HEINZ (R PA)",98,"R"
"CHAFEE (R RI)",98,"R"
"PELL (D RI)",98,"D"
"THURMOND (R SC)",98,"R"
"HOLLINGS (D SC)",98,"D"
"PRESSLER (R SD)",98,"R"
"ABDNOR (R SD)",98,"R"
"BAKER (R TN)",98,"R"
"SASSER (D TN)",98,"D"
"BENTSEN (D TX)",98,"D"
"TOWER (R TX)",98,"R"
"HATCH (R UT)",98,"R"
"GARN (R UT)",98,"R"
"STAFFORD (R VT)",98,"R"
"LEAHY (D VT)",98,"D"
"WARNER (R VA)",98,"R"
"TRIBLE (R VA)",98,"R"
"JACKSON (D WA)",98,"D"
"GORTON (R WA)",98,"R"
"EVANS (R WA)",98,"R"
"RANDOLPH (D WV)",98,"D"
"BYRD (D WV)",98,"D"
"KASTEN (R WI)",98,"R"
"PROXMIRE (D WI)",98,"D"
"WALLOP (R WY)",98,"R"
"SIMPSON (R WY)",98,"R"
"REAGAN (R USA)",99,"R"
"DENTON (R AL)",99,"R"
"HEFLIN (D AL)",99,"D"
"STEVENS (R AK)",99,"R"
"MURKOWSKI (R AK)",99,"R"
"DECONCINI (D AZ)",99,"D"
"GOLDWATER (R AZ)",99,"R"
"BUMPERS (D AR)",99,"D"
"PRYOR (D AR)",99,"D"
"WILSON (R CA)",99,"R"
"CRANSTON (D CA)",99,"D"
"ARMSTRONG (R CO)",99,"R"
"HART (D CO)",99,"D"
"DODD (D CT)",99,"D"
"WEICKER (R CT)",99,"R"
"BIDEN (D DE)",99,"D"
"ROTH (R DE)",99,"R"
"HAWKINS (R FL)",99,"R"
"CHILES (D FL)",99,"D"
"NUNN (D GA)",99,"D"
"MATTINGLY (R GA)",99,"R"
"INOUYE (D HI)",99,"D"
"MATSUNAGA (D HI)",99,"D"
"MCCLURE (R ID)",99,"R"
"SYMMS (R ID)",99,"R"
"DIXON (D IL)",99,"D"
"SIMON (D IL)",99,"D"
"QUAYLE (R IN)",99,"R"
"LUGAR (R IN)",99,"R"
"HARKIN (D IA)",99,"D"
"GRASSLEY (R IA)",99,"R"
"KASSEBAUM (R KS)",99,"R"
"DOLE (R KS)",99,"R"
"MCCONNELL (R KY)",99,"R"
"FORD (D KY)",99,"D"
"LONG (D LA)",99,"D"
"JOHNSTON (D LA)",99,"D"
"MITCHELL (D ME)",99,"D"
"COHEN (R ME)",99,"R"
"SARBANES (D MD)",99,"D"
"MATHIAS (R MD)",99,"R"
"KENNEDY (D MA)",99,"D"
"KERRY (D MA)",99,"D"
"LEVIN (D MI)",99,"D"
"RIEGLE (D MI)",99,"D"
"BOSCHWITZ (R MN)",99,"R"
"DURENBERGER (R MN)",99,"R"
"COCHRAN (R MS)",99,"R"
"STENNIS (D MS)",99,"D"
"DANFORTH (R MO)",99,"R"
"EAGLETON (D MO)",99,"D"
"MELCHER (D MT)",99,"D"
"BAUCUS (D MT)",99,"D"
"ZORINSKY (D NE)",99,"D"
"EXON (D NE)",99,"D"
"LAXALT (R NV)",99,"R"
"HECHT (R NV)",99,"R"
"HUMPHREY (R NH)",99,"R"
"RUDMAN (R NH)",99,"R"
"BRADLEY (D NJ)",99,"D"
"LAUTENBERG (D NJ)",99,"D"
"DOMENICI (R NM)",99,"R"
"BINGAMAN (D NM)",99,"D"
"MOYNIHAN (D NY)",99,"D"
"DAMATO (R NY)",99,"R"
"HELMS (R NC)",99,"R"
"EAST (R NC)",99,"R"
"BROYHILL (R NC)",99,"R"
"ANDREWS (R ND)",99,"R"
"BURDICK (D ND)",99,"D"
"GLENN (D OH)",99,"D"
"METZENBAUM (D OH)",99,"D"
"BOREN (D OK)",99,"D"
"NICKLES (R OK)",99,"R"
"PACKWOOD (R OR)",99,"R"
"HATFIELD (R OR)",99,"R"
"SPECTER (R PA)",99,"R"
"HEINZ (R PA)",99,"R"
"PELL (D RI)",99,"D"
"CHAFEE (R RI)",99,"R"
"HOLLINGS (D SC)",99,"D"
"THURMOND (R SC)",99,"R"
"ABDNOR (R SD)",99,"R"
"PRESSLER (R SD)",99,"R"
"GORE (D TN)",99,"D"
"SASSER (D TN)",99,"D"
"BENTSEN (D TX)",99,"D"
"GRAMM (R TX)",99,"R"
"GARN (R UT)",99,"R"
"HATCH (R UT)",99,"R"
"STAFFORD (R VT)",99,"R"
"LEAHY (D VT)",99,"D"
"WARNER (R VA)",99,"R"
"TRIBLE (R VA)",99,"R"
"GORTON (R WA)",99,"R"
"EVANS (R WA)",99,"R"
"BYRD (D WV)",99,"D"
"ROCKEFELLER (D WV)",99,"D"
"PROXMIRE (D WI)",99,"D"
"KASTEN (R WI)",99,"R"
"WALLOP (R WY)",99,"R"
"SIMPSON (R WY)",99,"R"
"REAGAN (R USA)",100,"R"
"SHELBY (D AL)",100,"D"
"HEFLIN (D AL)",100,"D"
"MURKOWSKI (R AK)",100,"R"
"STEVENS (R AK)",100,"R"
"MCCAIN (R AZ)",100,"R"
"DECONCINI (D AZ)",100,"D"
"PRYOR (D AR)",100,"D"
"BUMPERS (D AR)",100,"D"
"WILSON (R CA)",100,"R"
"CRANSTON (D CA)",100,"D"
"ARMSTRONG (R CO)",100,"R"
"WIRTH (D CO)",100,"D"
"DODD (D CT)",100,"D"
"WEICKER (R CT)",100,"R"
"ROTH (R DE)",100,"R"
"BIDEN (D DE)",100,"D"
"CHILES (D FL)",100,"D"
"GRAHAM (D FL)",100,"D"
"FOWLER (D GA)",100,"D"
"NUNN (D GA)",100,"D"
"MATSUNAGA (D HI)",100,"D"
"INOUYE (D HI)",100,"D"
"SYMMS (R ID)",100,"R"
"MCCLURE (R ID)",100,"R"
"DIXON (D IL)",100,"D"
"SIMON (D IL)",100,"D"
"LUGAR (R IN)",100,"R"
"QUAYLE (R IN)",100,"R"
"GRASSLEY (R IA)",100,"R"
"HARKIN (D IA)",100,"D"
"KASSEBAUM (R KS)",100,"R"
"DOLE (R KS)",100,"R"
"MCCONNELL (R KY)",100,"R"
"FORD (D KY)",100,"D"
"JOHNSTON (D LA)",100,"D"
"BREAUX (D LA)",100,"D"
"MITCHELL (D ME)",100,"D"
"COHEN (R ME)",100,"R"
"MIKULSKI (D MD)",100,"D"
"SARBANES (D MD)",100,"D"
"KENNEDY (D MA)",100,"D"
"KERRY (D MA)",100,"D"
"RIEGLE (D MI)",100,"D"
"LEVIN (D MI)",100,"D"
"DURENBERGER (R MN)",100,"R"
"BOSCHWITZ (R MN)",100,"R"
"STENNIS (D MS)",100,"D"
"COCHRAN (R MS)",100,"R"
"BOND (R MO)",100,"R"
"DANFORTH (R MO)",100,"R"
"BAUCUS (D MT)",100,"D"
"MELCHER (D MT)",100,"D"
"EXON (D NE)",100,"D"
"ZORINSKY (D NE)",100,"D"
"KARNES (R NE)",100,"R"
"HECHT (R NV)",100,"R"
"REID (D NV)",100,"D"
"HUMPHREY (R NH)",100,"R"
"RUDMAN (R NH)",100,"R"
"LAUTENBERG (D NJ)",100,"D"
"BRADLEY (D NJ)",100,"D"
"DOMENICI (R NM)",100,"R"
"BINGAMAN (D NM)",100,"D"
"DAMATO (R NY)",100,"R"
"MOYNIHAN (D NY)",100,"D"
"SANFORD (D NC)",100,"D"
"HELMS (R NC)",100,"R"
"BURDICK (D ND)",100,"D"
"CONRAD (D ND)",100,"D"
"METZENBAUM (D OH)",100,"D"
"GLENN (D OH)",100,"D"
"NICKLES (R OK)",100,"R"
"BOREN (D OK)",100,"D"
"PACKWOOD (R OR)",100,"R"
"HATFIELD (R OR)",100,"R"
"SPECTER (R PA)",100,"R"
"HEINZ (R PA)",100,"R"
"PELL (D RI)",100,"D"
"CHAFEE (R RI)",100,"R"
"THURMOND (R SC)",100,"R"
"HOLLINGS (D SC)",100,"D"
"PRESSLER (R SD)",100,"R"
"DASCHLE (D SD)",100,"D"
"SASSER (D TN)",100,"D"
"GORE (D TN)",100,"D"
"BENTSEN (D TX)",100,"D"
"GRAMM (R TX)",100,"R"
"HATCH (R UT)",100,"R"
"GARN (R UT)",100,"R"
"STAFFORD (R VT)",100,"R"
"LEAHY (D VT)",100,"D"
"TRIBLE (R VA)",100,"R"
"WARNER (R VA)",100,"R"
"ADAMS (D WA)",100,"D"
"EVANS (R WA)",100,"R"
"BYRD (D WV)",100,"D"
"ROCKEFELLER (D WV)",100,"D"
"PROXMIRE (D WI)",100,"D"
"KASTEN (R WI)",100,"R"
"WALLOP (R WY)",100,"R"
"SIMPSON (R WY)",100,"R"
"BUSH (R USA)",101,"R"
"SHELBY (D AL)",101,"D"
"HEFLIN (D AL)",101,"D"
"STEVENS (R AK)",101,"R"
"MURKOWSKI (R AK)",101,"R"
"DECONCINI (D AZ)",101,"D"
"MCCAIN (R AZ)",101,"R"
"PRYOR (D AR)",101,"D"
"BUMPERS (D AR)",101,"D"
"CRANSTON (D CA)",101,"D"
"WILSON (R CA)",101,"R"
"ARMSTRONG (R CO)",101,"R"
"WIRTH (D CO)",101,"D"
"DODD (D CT)",101,"D"
"LIEBERMAN (D CT)",101,"D"
"ROTH (R DE)",101,"R"
"BIDEN (D DE)",101,"D"
"MACK (R FL)",101,"R"
"GRAHAM (D FL)",101,"D"
"NUNN (D GA)",101,"D"
"FOWLER (D GA)",101,"D"
"INOUYE (D HI)",101,"D"
"MATSUNAGA (D HI)",101,"D"
"AKAKA (D HI)",101,"D"
"MCCLURE (R ID)",101,"R"
"SYMMS (R ID)",101,"R"
"SIMON (D IL)",101,"D"
"DIXON (D IL)",101,"D"
"COATS (R IN)",101,"R"
"LUGAR (R IN)",101,"R"
"QUAYLE (R IN)",101,"R"
"GRASSLEY (R IA)",101,"R"
"HARKIN (D IA)",101,"D"
"DOLE (R KS)",101,"R"
"KASSEBAUM (R KS)",101,"R"
"FORD (D KY)",101,"D"
"MCCONNELL (R KY)",101,"R"
"BREAUX (D LA)",101,"D"
"JOHNSTON (D LA)",101,"D"
"COHEN (R ME)",101,"R"
"MITCHELL (D ME)",101,"D"
"SARBANES (D MD)",101,"D"
"MIKULSKI (D MD)",101,"D"
"KENNEDY (D MA)",101,"D"
"KERRY (D MA)",101,"D"
"RIEGLE (D MI)",101,"D"
"LEVIN (D MI)",101,"D"
"BOSCHWITZ (R MN)",101,"R"
"DURENBERGER (R MN)",101,"R"
"COCHRAN (R MS)",101,"R"
"LOTT (R MS)",101,"R"
"DANFORTH (R MO)",101,"R"
"BOND (R MO)",101,"R"
"BAUCUS (D MT)",101,"D"
"BURNS (R MT)",101,"R"
"EXON (D NE)",101,"D"
"KERREY (D NE)",101,"D"
"REID (D NV)",101,"D"
"BRYAN (D NV)",101,"D"
"HUMPHREY (R NH)",101,"R"
"RUDMAN (R NH)",101,"R"
"BRADLEY (D NJ)",101,"D"
"LAUTENBERG (D NJ)",101,"D"
"DOMENICI (R NM)",101,"R"
"BINGAMAN (D NM)",101,"D"
"MOYNIHAN (D NY)",101,"D"
"D'AMATO (R NY)",101,"R"
"HELMS (R NC)",101,"R"
"SANFORD (D NC)",101,"D"
"BURDICK (D ND)",101,"D"
"CONRAD (D ND)",101,"D"
"METZENBAUM (D OH)",101,"D"
"GLENN (D OH)",101,"D"
"BOREN (D OK)",101,"D"
"NICKLES (R OK)",101,"R"
"HATFIELD (R OR)",101,"R"
"PACKWOOD (R OR)",101,"R"
"HEINZ (R PA)",101,"R"
"SPECTER (R PA)",101,"R"
"PELL (D RI)",101,"D"
"CHAFEE (R RI)",101,"R"
"THURMOND (R SC)",101,"R"
"HOLLINGS (D SC)",101,"D"
"PRESSLER (R SD)",101,"R"
"DASCHLE (D SD)",101,"D"
"GORE (D TN)",101,"D"
"SASSER (D TN)",101,"D"
"BENTSEN (D TX)",101,"D"
"GRAMM (R TX)",101,"R"
"GARN (R UT)",101,"R"
"HATCH (R UT)",101,"R"
"JEFFORDS (R VT)",101,"R"
"LEAHY (D VT)",101,"D"
"WARNER (R VA)",101,"R"
"ROBB (D VA)",101,"D"
"ADAMS (D WA)",101,"D"
"GORTON (R WA)",101,"R"
"BYRD (D WV)",101,"D"
"ROCKEFELLER (D WV)",101,"D"
"KASTEN (R WI)",101,"R"
"KOHL (D WI)",101,"D"
"WALLOP (R WY)",101,"R"
"SIMPSON (R WY)",101,"R"
"BUSH (R USA)",102,"R"
"HEFLIN (D AL)",102,"D"
"SHELBY (D AL)",102,"D"
"MURKOWSKI (R AK)",102,"R"
"STEVENS (R AK)",102,"R"
"DECONCINI (D AZ)",102,"D"
"MCCAIN (R AZ)",102,"R"
"BUMPERS (D AR)",102,"D"
"PRYOR (D AR)",102,"D"
"CRANSTON (D CA)",102,"D"
"SEYMOUR (R CA)",102,"R"
"BROWN (R CO)",102,"R"
"WIRTH (D CO)",102,"D"
"DODD (D CT)",102,"D"
"LIEBERMAN (D CT)",102,"D"
"BIDEN (D DE)",102,"D"
"ROTH (R DE)",102,"R"
"GRAHAM (D FL)",102,"D"
"MACK (R FL)",102,"R"
"FOWLER (D GA)",102,"D"
"NUNN (D GA)",102,"D"
"AKAKA (D HI)",102,"D"
"INOUYE (D HI)",102,"D"
"CRAIG (R ID)",102,"R"
"SYMMS (R ID)",102,"R"
"DIXON (D IL)",102,"D"
"SIMON (D IL)",102,"D"
"COATS (R IN)",102,"R"
"LUGAR (R IN)",102,"R"
"GRASSLEY (R IA)",102,"R"
"HARKIN (D IA)",102,"D"
"DOLE (R KS)",102,"R"
"KASSEBAUM (R KS)",102,"R"
"FORD (D KY)",102,"D"
"MCCONNELL (R KY)",102,"R"
"BREAUX (D LA)",102,"D"
"JOHNSTON (D LA)",102,"D"
"COHEN (R ME)",102,"R"
"MITCHELL (D ME)",102,"D"
"MIKULSKI (D MD)",102,"D"
"SARBANES (D MD)",102,"D"
"KENNEDY (D MA)",102,"D"
"KERRY (D MA)",102,"D"
"LEVIN (D MI)",102,"D"
"RIEGLE (D MI)",102,"D"
"DURENBERGER (R MN)",102,"R"
"WELLSTONE (D MN)",102,"D"
"COCHRAN (R MS)",102,"R"
"LOTT (R MS)",102,"R"
"BOND (R MO)",102,"R"
"DANFORTH (R MO)",102,"R"
"BAUCUS (D MT)",102,"D"
"BURNS (R MT)",102,"R"
"EXON (D NE)",102,"D"
"KERREY (D NE)",102,"D"
"BRYAN (D NV)",102,"D"
"REID (D NV)",102,"D"
"RUDMAN (R NH)",102,"R"
"SMITH (R NH)",102,"R"
"BRADLEY (D NJ)",102,"D"
"LAUTENBERG (D NJ)",102,"D"
"BINGAMAN (D NM)",102,"D"
"DOMENICI (R NM)",102,"R"
"D'AMATO (R NY)",102,"R"
"MOYNIHAN (D NY)",102,"D"
"HELMS (R NC)",102,"R"
"SANFORD (D NC)",102,"D"
"BURDICK (D ND)",102,"D"
"CONRAD (D ND)",102,"D"
"BURDICK2 (D ND)",102,"D"
"GLENN (D OH)",102,"D"
"METZENBAUM (D OH)",102,"D"
"BOREN (D OK)",102,"D"
"NICKLES (R OK)",102,"R"
"HATFIELD (R OR)",102,"R"
"PACKWOOD (R OR)",102,"R"
"HEINZ (R PA)",102,"R"
"WOFFORD (D PA)",102,"D"
"SPECTER (R PA)",102,"R"
"CHAFEE (R RI)",102,"R"
"PELL (D RI)",102,"D"
"HOLLINGS (D SC)",102,"D"
"THURMOND (R SC)",102,"R"
"DASCHLE (D SD)",102,"D"
"PRESSLER (R SD)",102,"R"
"GORE (D TN)",102,"D"
"SASSER (D TN)",102,"D"
"BENTSEN (D TX)",102,"D"
"GRAMM (R TX)",102,"R"
"GARN (R UT)",102,"R"
"HATCH (R UT)",102,"R"
"JEFFORDS (R VT)",102,"R"
"LEAHY (D VT)",102,"D"
"ROBB (D VA)",102,"D"
"WARNER (R VA)",102,"R"
"ADAMS (D WA)",102,"D"
"GORTON (R WA)",102,"R"
"BYRD (D WV)",102,"D"
"ROCKEFELLER (D WV)",102,"D"
"KASTEN (R WI)",102,"R"
"KOHL (D WI)",102,"D"
"SIMPSON (R WY)",102,"R"
"WALLOP (R WY)",102,"R"
"CLINTON (D USA)",103,"D"
"HEFLIN (D AL)",103,"D"
"SHELBY (D AL)",103,"D"
"MURKOWSKI (R AK)",103,"R"
"STEVENS (R AK)",103,"R"
"DECONCINI (D AZ)",103,"D"
"MCCAIN (R AZ)",103,"R"
"BUMPERS (D AR)",103,"D"
"PRYOR (D AR)",103,"D"
"BOXER (D CA)",103,"D"
"FEINSTEIN (D CA)",103,"D"
"BROWN (R CO)",103,"R"
"CAMPBELL (D CO)",103,"D"
"DODD (D CT)",103,"D"
"LIEBERMAN (D CT)",103,"D"
"BIDEN (D DE)",103,"D"
"ROTH (R DE)",103,"R"
"GRAHAM (D FL)",103,"D"
"MACK (R FL)",103,"R"
"COVERDELL (R GA)",103,"R"
"NUNN (D GA)",103,"D"
"AKAKA (D HI)",103,"D"
"INOUYE (D HI)",103,"D"
"CRAIG (R ID)",103,"R"
"KEMPTHORNE (R ID)",103,"R"
"MOSELEY-BRA (D IL)",103,"D"
"SIMON (D IL)",103,"D"
"COATS (R IN)",103,"R"
"LUGAR (R IN)",103,"R"
"GRASSLEY (R IA)",103,"R"
"HARKIN (D IA)",103,"D"
"DOLE (R KS)",103,"R"
"KASSEBAUM (R KS)",103,"R"
"FORD (D KY)",103,"D"
"MCCONNELL (R KY)",103,"R"
"BREAUX (D LA)",103,"D"
"JOHNSTON (D LA)",103,"D"
"COHEN (R ME)",103,"R"
"MITCHELL (D ME)",103,"D"
"MIKULSKI (D MD)",103,"D"
"SARBANES (D MD)",103,"D"
"KENNEDY (D MA)",103,"D"
"KERRY (D MA)",103,"D"
"LEVIN (D MI)",103,"D"
"RIEGLE (D MI)",103,"D"
"DURENBERGER (R MN)",103,"R"
"WELLSTONE (D MN)",103,"D"
"COCHRAN (R MS)",103,"R"
"LOTT (R MS)",103,"R"
"BOND (R MO)",103,"R"
"DANFORTH (R MO)",103,"R"
"BAUCUS (D MT)",103,"D"
"BURNS (R MT)",103,"R"
"EXON (D NE)",103,"D"
"KERREY (D NE)",103,"D"
"BRYAN (D NV)",103,"D"
"REID (D NV)",103,"D"
"GREGG (R NH)",103,"R"
"SMITH (R NH)",103,"R"
"BRADLEY (D NJ)",103,"D"
"LAUTENBERG (D NJ)",103,"D"
"BINGAMAN (D NM)",103,"D"
"DOMENICI (R NM)",103,"R"
"D'AMATO (R NY)",103,"R"
"MOYNIHAN (D NY)",103,"D"
"FAIRCLOTH (R NC)",103,"R"
"HELMS (R NC)",103,"R"
"CONRAD (D ND)",103,"D"
"DORGAN (D ND)",103,"D"
"GLENN (D OH)",103,"D"
"METZENBAUM (D OH)",103,"D"
"BOREN (D OK)",103,"D"
"NICKLES (R OK)",103,"R"
"INHOFE (R OK)",103,"R"
"HATFIELD (R OR)",103,"R"
"PACKWOOD (R OR)",103,"R"
"SPECTER (R PA)",103,"R"
"WOFFORD (D PA)",103,"D"
"CHAFEE (R RI)",103,"R"
"PELL (D RI)",103,"D"
"HOLLINGS (D SC)",103,"D"
"THURMOND (R SC)",103,"R"
"DASCHLE (D SD)",103,"D"
"PRESSLER (R SD)",103,"R"
"MATHEWS (D TN)",103,"D"
"SASSER (D TN)",103,"D"
"HUTCHISON (R TX)",103,"R"
"GRAMM (R TX)",103,"R"
"KRUEGER (D TX)",103,"D"
"BENNETT (R UT)",103,"R"
"HATCH (R UT)",103,"R"
"JEFFORDS (R VT)",103,"R"
"LEAHY (D VT)",103,"D"
"ROBB (D VA)",103,"D"
"WARNER (R VA)",103,"R"
"GORTON (R WA)",103,"R"
"MURRAY (D WA)",103,"D"
"BYRD (D WV)",103,"D"
"ROCKEFELLER (D WV)",103,"D"
"FEINGOLD (D WI)",103,"D"
"KOHL (D WI)",103,"D"
"SIMPSON (R WY)",103,"R"
"WALLOP (R WY)",103,"R"
"CLINTON (D USA)",104,"D"
"HEFLIN (D AL)",104,"D"
"SHELBY (R AL)",104,"R"
"MURKOWSKI (R AK)",104,"R"
"STEVENS (R AK)",104,"R"
"KYL (R AZ)",104,"R"
"MCCAIN (R AZ)",104,"R"
"BUMPERS (D AR)",104,"D"
"PRYOR (D AR)",104,"D"
"BOXER (D CA)",104,"D"
"FEINSTEIN (D CA)",104,"D"
"BROWN (R CO)",104,"R"
"CAMPBELL (D CO)",104,"D"
"CAMPBELL (R CO)",104,"R"
"DODD (D CT)",104,"D"
"LIEBERMAN (D CT)",104,"D"
"BIDEN (D DE)",104,"D"
"ROTH (R DE)",104,"R"
"GRAHAM (D FL)",104,"D"
"MACK (R FL)",104,"R"
"COVERDELL (R GA)",104,"R"
"NUNN (D GA)",104,"D"
"AKAKA (D HI)",104,"D"
"INOUYE (D HI)",104,"D"
"CRAIG (R ID)",104,"R"
"KEMPTHORNE (R ID)",104,"R"
"MOSELEY-BRA (D IL)",104,"D"
"SIMON (D IL)",104,"D"
"COATS (R IN)",104,"R"
"LUGAR (R IN)",104,"R"
"GRASSLEY (R IA)",104,"R"
"HARKIN (D IA)",104,"D"
"DOLE (R KS)",104,"R"
"FRAHM (R KS)",104,"R"
"KASSEBAUM (R KS)",104,"R"
"FORD (D KY)",104,"D"
"MCCONNELL (R KY)",104,"R"
"BREAUX (D LA)",104,"D"
"JOHNSTON (D LA)",104,"D"
"COHEN (R ME)",104,"R"
"SNOWE (R ME)",104,"R"
"MIKULSKI (D MD)",104,"D"
"SARBANES (D MD)",104,"D"
"KENNEDY (D MA)",104,"D"
"KERRY (D MA)",104,"D"
"ABRAHAM (R MI)",104,"R"
"LEVIN (D MI)",104,"D"
"GRAMS (R MN)",104,"R"
"WELLSTONE (D MN)",104,"D"
"COCHRAN (R MS)",104,"R"
